transaction_id,transaction_date,transaction_type,community,project,building,property_type,rooms_bucket,area_sqft,price_aed,price_per_sqft,is_offplan
BAY-2025-04-23-88596,2025-04-23,sale,Dubai South,Emaar South,Golf Meadows,apartment,2BR,1149.8,1660888.0,1444.5,True
BAY-2025-04-23-86859,2025-04-23,sale,Meydan City,Meydan One,Azizi Riviera,apartment,studio,365.11,868010.0,2377.39,True
BAY-2025-04-23-75908,2025-04-23,sale,DAMAC Lagoons,Malta,,townhouse,3BR+,3376.96,3160000.0,935.75,True
BAY-2025-04-23-88143,2025-04-23,sale,DAMAC Hills 2 (Akoya by DAMAC),Violet 2,,villa,3BR+,2406.92,2608000.0,1083.54,True
BAY-2025-04-23-87831,2025-04-23,sale,Jumeirah Village Circle (JVC),JVC District 13,105 Residences by Kamdar,apartment,studio,394.28,640000.0,1623.21,True
BAY-2025-04-23-88612,2025-04-23,sale,DAMAC Islands,Fiji 2,,villa,3BR+,2194.22,2330000.0,1061.88,True
BAY-2025-04-23-87753,2025-04-23,sale,Jumeirah Village Circle (JVC),JVC District 11,Graygate Residences,apartment,1BR,722.15,1025000.0,1419.37,True
BAY-2025-04-23-88624,2025-04-23,sale,Dubai Production City (IMPZ),Samana Resorts,Samana Resorts Tower B,apartment,studio,433.89,686222.22,1581.56,True
BAY-2025-04-23-17805,2025-04-23,sale,DAMAC Hills,Golf Town,Golf Veduta,apartment,1BR,944.21,950000.0,1006.13,True
BAY-2025-04-23-88401,2025-04-23,sale,Al Wasl,City Walk,City Walk Crestlane 2,apartment,1BR,806.75,2620000.0,3247.6,True
BAY-2025-04-23-88081,2025-04-23,sale,Liwan,Empire Lake Views,,apartment,studio,410.75,709777.0,1728.0,True
BAY-2025-04-23-4092,2025-04-23,sale,Jumeirah Lake Towers (JLT),JLT Cluster A,New Dubai Gate 2,apartment,1BR,689.75,1000000.0,1449.8,True
BAY-2025-04-23-88596,2025-04-23,sale,Dubai South,Emaar South,Golf Meadows,apartment,2BR,1084.68,1662888.0,1533.07,True
BAY-2025-04-23-83527,2025-04-23,sale,Al Wasl,Canal Front Residences,Canal Front Residences 8,apartment,2BR,1538.27,4718052.0,3067.12,True
BAY-2025-04-23-88073,2025-04-23,sale,Liwan,Celine by Vision,,apartment,studio,441.86,581000.0,1314.9,True
BAY-2025-04-23-5465,2025-04-23,sale,Dubai Sports City,The Community Sports Arena,,apartment,studio,507.3,766888.0,1511.71,True
BAY-2025-04-23-83340,2025-04-23,sale,Jumeirah Village Circle (JVC),JVC District 17,The East Crest,apartment,1BR,615.05,790000.0,1284.45,True
BAY-2025-04-23-88649,2025-04-23,sale,The Oasis by Emaar,Ostra Palace Villas,,villa,3BR+,7301.15,14792469.0,2026.05,True
BAY-2025-04-23-11,2025-04-23,sale,Downtown Dubai,Kempinski The Boulevard (The Address The Blvd),,apartment,1BR,905.46,3050000.0,3368.45,True
BAY-2025-04-23-85607,2025-04-23,sale,Za'abeel,Za'abeel 1,One Za'abeel,apartment,2BR,2497.76,9000000.0,3603.23,True
BAY-2025-04-23-88069,2025-04-23,sale,Dubai Islands,Cotier House by Imtiaz,,apartment,1BR,873.38,2194842.95,2513.04,True
BAY-2025-04-23-87828,2025-04-23,sale,Jumeirah Village Circle (JVC),JVC District 13,Maison Elysee 3,apartment,studio,378.24,689900.0,1823.97,True
BAY-2025-04-23-75266,2025-04-23,sale,DAMAC Lagoons,,,land,,,3154000.0,,True
BAY-2025-04-23-1574,2025-04-23,sale,Downtown Dubai,South Ridge,South Ridge 2,apartment,2BR,1678.95,3760000.0,2239.49,False
BAY-2025-04-23-87630,2025-04-23,sale,Al Furjan,Evora Residence,,apartment,2BR,1275.41,1673777.0,1312.34,True
BAY-2025-04-23-861,2025-04-23,sale,Dubai Marina,The Royal Oceanic,,apartment,2BR,1203.19,2000000.0,1662.25,False
BAY-2025-04-23-86593,2025-04-23,sale,Jumeirah Village Circle (JVC),JVC District 13,Ozone1 Residence,apartment,1BR,747.01,992437.0,1328.55,True
BAY-2025-04-23-251,2025-04-23,sale,Dubai Marina,Sulafa Tower,,apartment,1BR,915.9,905000.0,988.1,True
BAY-2025-04-23-3011,2025-04-23,sale,Jumeirah Village Circle (JVC),JVC District 18,Sydney Tower,apartment,1BR,712.89,889000.0,1247.04,True
BAY-2025-04-23-76250,2025-04-23,sale,Dubai Hills Estate,Hills Park,,apartment,1BR,672.96,1310000.0,1946.62,True
BAY-2025-04-23-87718,2025-04-23,sale,Dubai South,Azizi Venice,Azizi Venice 4,apartment,1BR,637.87,840000.0,1316.88,True
BAY-2025-04-23-88416,2025-04-23,sale,DAMAC Islands,Fiji 1,,villa,3BR+,2194.22,2330000.0,1061.88,True
BAY-2025-04-23-88612,2025-04-23,sale,DAMAC Islands,Fiji 2,,villa,3BR+,2194.22,2330000.0,1061.88,True
BAY-2025-04-23-87951,2025-04-23,sale,Business Bay,Binghatti Skyrise,Binghatti Skyrise Tower C,apartment,studio,422.59,1045000.0,2472.85,True
BAY-2025-04-23-4104,2025-04-23,sale,Reem,Mira,Mira 4,villa,3BR+,2577.52,4000000.0,1551.88,True
BAY-2025-04-23-4106,2025-04-23,sale,Reem,Mira Oasis,Mira Oasis 3,villa,3BR+,2818.31,4100000.0,1454.77,True
BAY-2025-04-23-88083,2025-04-23,sale,Jumeirah Village Triangle (JVT),JVT District 1,Vivid Tower,apartment,2BR,1331.49,1553862.0,1167.01,True
BAY-2025-05-23-88612,2025-05-23,sale,DAMAC Islands,Fiji 2,,villa,3BR+,3164.16,3172000.0,1002.48,True
BAY-2025-05-23-88938,2025-05-23,sale,Dubai Investment Park (DIP),Grand Polo Club & Resort,Montura 2,villa,3BR+,3015.08,5656888.0,1876.2,True
BAY-2025-05-23-88939,2025-05-23,sale,Dubai Investment Park (DIP),Grand Polo Club & Resort,Montura 3,villa,3BR+,3838.19,7528888.0,1961.57,True
BAY-2025-05-23-86995,2025-05-23,sale,Jumeirah Village Circle (JVC),JVC District 18,Cello Residences,apartment,2BR,1330.74,1671000.0,1255.69,True
BAY-2025-05-23-86380,2025-05-23,sale,Sobha Hartland 2,Riverside Crescent,360 Riverside Crescent,apartment,2BR,924.83,2413832.0,2610.03,True
BAY-2025-05-23-80636,2025-05-23,sale,Jumeirah Village Triangle (JVT),JVT District 4,Seslia Tower,apartment,studio,378.67,419277.0,1107.24,True
BAY-2025-05-23-88936,2025-05-23,sale,Dubai Investment Park (DIP),Grand Polo Club & Resort,Chevalia Fields,villa,3BR+,4165.63,7401888.0,1776.9,True
BAY-2025-05-23-88939,2025-05-23,sale,Dubai Investment Park (DIP),Grand Polo Club & Resort,Montura 3,villa,3BR+,3838.19,7297888.0,1901.39,True
BAY-2025-05-23-87156,2025-05-23,sale,Business Bay,One by Binghatti,,apartment,1BR,767.36,1758038.0,2291.02,True
BAY-2025-05-23-86128,2025-05-23,sale,Jumeirah Heights,Jumeirah Heights F,,apartment,2BR,2119.95,3300000.0,1556.64,True
BAY-2025-05-23-86802,2025-05-23,sale,Bur Dubai,Al Kifaf,Park Views Residences,apartment,2BR,1118.05,2281777.0,2040.85,True
BAY-2025-05-23-131,2025-05-23,sale,Business Bay,Elite Business Bay Residence,,apartment,1BR,815.47,1130000.0,1385.7,True
BAY-2025-05-23-88431,2025-05-23,sale,Dubai Silicon Oasis (DSO),Timez By Danube,,apartment,1BR,546.48,1079000.0,1974.45,True
BAY-2025-05-23-87346,2025-05-23,sale,Jumeirah Village Circle (JVC),JVC District 18,Skyhills Residence 3,apartment,studio,417.1,725341.0,1739.01,True
BAY-2025-05-23-87320,2025-05-23,sale,Dubai Investment Park (DIP),DAMAC Riverside,Ivy,villa,3BR+,2397.77,2693000.0,1123.13,True
BAY-2025-05-23-87164,2025-05-23,sale,Business Bay,Bayz 102 by Danube,,apartment,1BR,749.71,2363000.0,3151.89,True
BAY-2025-05-23-88606,2025-05-23,sale,DAMAC Islands,Maldives 5,,villa,3BR+,2194.22,2341000.0,1066.89,True
BAY-2025-05-23-298,2025-05-23,sale,Palm Jumeirah,The Crescent,Th8,apartment,3BR+,1807.37,8497000.0,4701.31,True
BAY-2025-05-23-2789,2025-05-23,sale,Bur Dubai,Dubai Healthcare City,Hyatt Regency Creek Heights Residences,apartment,studio,754.01,1250000.0,1657.8,True
BAY-2025-05-23-86669,2025-05-23,sale,Jumeirah Village Triangle (JVT),JVT District 3,Bali Residences,apartment,studio,404.94,652000.0,1610.12,True
BAY-2025-05-23-5262,2025-05-23,sale,Jumeirah Lake Towers (JLT),Golf Views Seven City,,apartment,1BR,792.65,950000.0,1198.51,True
BAY-2025-05-23-88938,2025-05-23,sale,Dubai Investment Park (DIP),Grand Polo Club & Resort,Montura 2,villa,3BR+,2948.02,5511888.0,1869.69,True
BAY-2025-05-23-87497,2025-05-23,sale,The Valley by Emaar,Rivera,,villa,3BR+,3714.08,5209888.0,1402.74,True
BAY-2025-05-23-88608,2025-05-23,sale,DAMAC Islands,Maldives 3,,villa,3BR+,3164.05,3660000.0,1156.75,True
BAY-2025-05-23-87819,2025-05-23,sale,Jumeirah Village Circle (JVC),JVC District 17,Binghatti Grove,apartment,1BR,792.22,1189499.22,1501.48,True
BAY-2025-05-23-87346,2025-05-23,sale,Jumeirah Village Circle (JVC),JVC District 18,Skyhills Residence 3,apartment,1BR,681.35,1048147.0,1538.34,True
BAY-2025-05-23-83540,2025-05-23,sale,Dubai South,Emaar South,Expo Golf Villas,villa,3BR+,2079.69,2300000.0,1105.93,True
BAY-2025-05-23-76021,2025-05-23,sale,Umm Suqeim,Madinat Jumeirah Living,Al Jazi,apartment,2BR,1299.2,3400000.0,2617.0,True
BAY-2025-05-23-88163,2025-05-23,sale,Sobha Hartland 2,Skyvue,Skyvue Solair,apartment,2BR,934.52,2266211.0,2425.0,True
BAY-2025-05-23-75876,2025-05-23,sale,Jumeirah Village Circle (JVC),JVC District 10,Binghatti Heights,apartment,1BR,633.99,905000.0,1427.47,True
BAY-2025-05-23-88606,2025-05-23,sale,DAMAC Islands,Maldives 5,,villa,3BR+,17121.6,19236000.0,1123.49,True
BAY-2025-05-23-2140,2025-05-23,sale,Al Awir,,,land,,,850000.0,,True
BAY-2025-05-23-88145,2025-05-23,sale,Dubai Islands,Esme Beach Residences,,apartment,1BR,961.43,2800000.0,2912.33,True
BAY-2025-05-23-75444,2025-05-23,sale,Jumeirah,La Mer,Port de La Mer,apartment,1BR,816.87,2750000.0,3366.51,True
BAY-2025-05-23-88416,2025-05-23,sale,DAMAC Islands,Fiji 1,,villa,3BR+,3164.16,3305000.0,1044.51,True
BAY-2025-05-23-86982,2025-05-23,sale,Motor City,Sobha Orbis,Sobha Orbis Tower B,apartment,1BR,700.3,1253537.0,1790.0,True
BAY-2025-05-23-88437,2025-05-23,sale,Sobha Hartland,Sobha One,The Element,apartment,2BR,1261.85,3268192.0,2590.0,True
BAY-2025-05-23-88612,2025-05-23,sale,DAMAC Islands,Fiji 2,,villa,3BR+,3164.16,3172000.0,1002.48,True
BAY-2025-05-23-88938,2025-05-23,sale,Dubai Investment Park (DIP),Grand Polo Club & Resort,Montura 2,villa,3BR+,2948.02,5586888.0,1895.13,True
BAY-2025-05-23-88938,2025-05-23,sale,Dubai Investment Park (DIP),Grand Polo Club & Resort,Montura 2,villa,3BR+,5358.16,10296888.0,1921.72,True
BAY-2025-05-23-16344,2025-05-23,sale,Arabian Ranches 3,Sun,,villa,3BR+,1943.85,2755000.0,1417.29,True
BAY-2025-05-23-88416,2025-05-23,sale,DAMAC Islands,Fiji 1,,villa,3BR+,3164.16,3403000.0,1075.48,True
BAY-2025-05-23-88163,2025-05-23,sale,Sobha Hartland 2,Skyvue,Skyvue Solair,apartment,1BR,900.62,2161464.0,2399.97,True
BAY-2025-05-23-88937,2025-05-23,sale,Dubai Investment Park (DIP),Grand Polo Club & Resort,Montura,villa,3BR+,3838.19,7160888.0,1865.69,True
BAY-2025-05-23-89006,2025-05-23,sale,DAMAC Islands,Bali 1,,villa,3BR+,4440.86,7222000.0,1626.26,True
BAY-2025-05-23-83974,2025-05-23,sale,Jumeirah Village Circle (JVC),JVC District 12,RA1N Residence,apartment,2BR,1204.8,1745080.0,1448.44,True
BAY-2025-05-23-1910,2025-05-23,sale,Jumeirah Golf Estates,Hillside,,villa,3BR+,18397.55,22500000.0,1222.99,True
BAY-2025-05-23-83628,2025-05-23,sale,DAMAC Hills 2 (Akoya by DAMAC),Viridis Residence and Hotel Apartments,Viridis Tower A,apartment,1BR,749.81,633000.0,844.21,True
BAY-2025-05-23-88985,2025-05-23,sale,The Acres,The Acres (Phase 2),,villa,3BR+,5944.47,13219000.0,2223.75,True
BAY-2025-05-23-3325,2025-05-23,sale,DAMAC Hills 2 (Akoya by DAMAC),Vardon,,villa,3BR+,1668.73,1250000.0,749.07,True
BAY-2025-05-23-1563,2025-05-23,sale,Town Square,Hayat Townhouses,,villa,3BR+,2418.11,3200000.0,1323.35,True
BAY-2025-05-23-86982,2025-05-23,sale,Motor City,Sobha Orbis,Sobha Orbis Tower B,apartment,1BR,547.77,1029808.0,1880.0,True
BAY-2025-05-23-88624,2025-05-23,sale,Dubai Production City (IMPZ),Samana Resorts,Samana Resorts Tower B,apartment,studio,433.79,638222.4,1471.27,True
BAY-2025-05-23-86986,2025-05-23,sale,Motor City,Sobha Orbis,Sobha Orbis Tower F,apartment,1BR,632.81,1218159.0,1925.0,True
BAY-2025-05-23-732,2025-05-23,sale,Jumeirah Beach Residence (JBR),Sadaf,Sadaf 8,apartment,3BR+,1910.81,2750000.0,1439.18,True
BAY-2025-05-23-3955,2025-05-23,sale,Palm Jumeirah,The Crescent,Raffles The Palm Dubai,apartment,studio,663.92,2400000.0,3614.89,True
BAY-2025-05-23-88003,2025-05-23,sale,DAMAC Hills 2 (Akoya by DAMAC),Violet 4,,villa,3BR+,2345.35,2108000.0,898.8,True
BAY-2025-05-23-88938,2025-05-23,sale,Dubai Investment Park (DIP),Grand Polo Club & Resort,Montura 2,villa,3BR+,2948.02,5727990.0,1943.0,True
BAY-2025-05-23-298,2025-05-23,sale,Palm Jumeirah,The Crescent,Th8,apartment,3BR+,1785.09,8034000.0,4500.61,True
BAY-2025-05-23-87675,2025-05-23,sale,Dubailand,DAMAC Sun City,,villa,3BR+,2305.95,2980000.0,1292.31,True
BAY-2025-05-23-1496,2025-05-23,sale,Palm Jumeirah,Marina Residences,Marina Residences 2,apartment,2BR,1734.93,4180000.0,2409.32,True
BAY-2025-05-23-87513,2025-05-23,sale,Dubai Science Park,SAAS Hills,,apartment,studio,493.74,932409.24,1888.46,True
BAY-2025-05-23-88985,2025-05-23,sale,The Acres,The Acres (Phase 2),,villa,3BR+,4962.16,9787000.0,1972.33,True
BAY-2025-05-23-88487,2025-05-23,sale,Downtown Dubai,Address Grand Downtown,,apartment,3BR+,4802.96,20174888.0,4200.51,True
BAY-2025-05-23-87505,2025-05-23,sale,Dubai South,Emaar South,Golf Point,apartment,2BR,996.2,1257888.0,1262.69,True
BAY-2025-05-23-87346,2025-05-23,sale,Jumeirah Village Circle (JVC),JVC District 18,Skyhills Residence 3,apartment,studio,492.34,763057.0,1549.86,True
BAY-2025-05-23-88939,2025-05-23,sale,Dubai Investment Park (DIP),Grand Polo Club & Resort,Montura 3,villa,3BR+,3842.82,7473888.0,1944.9,True
BAY-2025-05-23-88437,2025-05-23,sale,Sobha Hartland,Sobha One,The Element,apartment,3BR+,1853.01,4827065.0,2604.99,True
BAY-2025-05-23-88746,2025-05-23,sale,Dubai Maritime City,The Mural,,apartment,1BR,897.6,3199000.0,3563.95,True
BAY-2025-05-23-88477,2025-05-23,sale,Jumeirah Islands,Serenia District,Serenia District West Residence,apartment,2BR,1303.4,3390000.0,2600.89,True
BAY-2025-05-23-75501,2025-05-23,sale,The Valley by Emaar,Talia,,villa,3BR+,1869.9,2775000.0,1484.04,True
BAY-2025-05-23-86817,2025-05-23,sale,Liwan 2,Alba Residence,,apartment,1BR,636.79,856888.0,1345.64,True
BAY-2025-05-23-87932,2025-05-23,sale,Wasl Gate,Hillside Residences,Hillside Residences 1,apartment,2BR,1235.48,1480000.0,1197.91,True
BAY-2025-05-23-88609,2025-05-23,sale,DAMAC Islands,Maldives 4,,villa,3BR+,3164.16,3556000.0,1123.84,True
BAY-2025-05-23-86802,2025-05-23,sale,Bur Dubai,Al Kifaf,Park Views Residences,apartment,2BR,1131.07,2314777.0,2046.54,True
BAY-2025-05-23-21700,2025-05-23,sale,Dubai Marina,Ciel Tower,,apartment,1BR,168.78,840350.0,4978.97,True
BAY-2025-05-23-88605,2025-05-23,sale,Jumeirah Golf Estates,DG Villas,,villa,3BR+,2914.33,5899401.0,2024.27,True
BAY-2025-05-23-87932,2025-05-23,sale,Wasl Gate,Hillside Residences,Hillside Residences 1,apartment,2BR,1235.05,1485000.0,1202.38,True
BAY-2025-05-23-16266,2025-05-23,sale,Dubai Hills Estate,Golf Grove,,villa,3BR+,3356.94,5000000.0,1489.45,True
BAY-2025-05-23-2177,2025-05-23,sale,Dubai Marina,Stella Maris,,apartment,2BR,1853.33,4750000.0,2562.95,True
BAY-2025-05-23-87164,2025-05-23,sale,Business Bay,Bayz 102 by Danube,,apartment,1BR,805.03,2529450.0,3142.06,True
BAY-2025-05-23-87950,2025-05-23,sale,Business Bay,Binghatti Skyrise,Binghatti Skyrise Tower B,apartment,studio,476.52,1100000.0,2308.4,True
BAY-2025-05-23-88477,2025-05-23,sale,Jumeirah Islands,Serenia District,Serenia District West Residence,apartment,2BR,1349.9,3600000.0,2666.86,True
BAY-2025-05-23-83708,2025-05-23,sale,Za'abeel,Za'abeel 2,Downtown Views II,apartment,3BR+,1710.38,5500000.0,3215.66,True
BAY-2025-05-23-89206,2025-05-23,sale,Discovery Gardens,Contemporary,Building 132,apartment,studio,443.04,475000.0,1072.14,True
BAY-2025-05-23-87754,2025-05-23,sale,Motor City,Sobha Solis,Sobha Solis Tower A,apartment,1BR,677.48,1287212.0,1900.0,True
BAY-2025-05-23-87715,2025-05-23,sale,Dubai South,Azizi Venice,Azizi Venice 11,apartment,1BR,733.45,1200000.0,1636.1,True
BAY-2025-05-23-86986,2025-05-23,sale,Motor City,Sobha Orbis,Sobha Orbis Tower F,apartment,1BR,622.05,1250300.0,2009.97,True
BAY-2025-05-23-87268,2025-05-23,sale,Jumeirah Village Circle (JVC),JVC District 11,Sereno Residences,apartment,1BR,879.09,1032931.0,1175.0,True
BAY-2025-05-23-88477,2025-05-23,sale,Jumeirah Islands,Serenia District,Serenia District West Residence,apartment,2BR,1303.4,3322000.0,2548.72,True
BAY-2025-05-23-84168,2025-05-23,sale,Dubailand,Reportage Village,,villa,2BR,1146.25,1441438.0,1257.52,True
BAY-2025-05-23-87663,2025-05-23,sale,Dubai Silicon Oasis (DSO),Oasiz 1 by Danube,,apartment,studio,378.67,781000.0,2062.48,True
BAY-2025-05-23-86981,2025-05-23,sale,Motor City,Sobha Orbis,Sobha Orbis Tower A,apartment,1BR,706.76,1289819.0,1824.97,True
BAY-2025-05-23-1730,2025-05-23,sale,Deira,Hor Al Anz,,land,,,2910000.0,,True
BAY-2025-05-23-75957,2025-05-23,sale,DAMAC Lagoons,Venice,,villa,3BR+,4571.97,6450000.0,1410.77,True
BAY-2025-05-23-86983,2025-05-23,sale,Motor City,Sobha Orbis,Sobha Orbis Tower C,apartment,1BR,613.97,1172683.0,1910.0,True
BAY-2025-05-23-87993,2025-05-23,sale,Town Square,Lexington,,apartment,1BR,672.31,946888.0,1408.41,True
BAY-2025-05-23-88607,2025-05-23,sale,DAMAC Islands,Maldives 2,,villa,3BR+,2194.22,2338195.0,1065.62,True
BAY-2025-05-23-88937,2025-05-23,sale,Dubai Investment Park (DIP),Grand Polo Club & Resort,Montura,villa,3BR+,3842.82,7119888.0,1852.78,True
BAY-2025-05-23-87759,2025-05-23,sale,Sobha Hartland,Sobha One,Sobha One Podium,apartment,2BR,1137.64,2332162.0,2050.0,True
BAY-2025-05-23-75355,2025-05-23,sale,Jebel Ali,Jebel Ali Village,,villa,,,8000000.0,,True
BAY-2025-05-23-22778,2025-05-23,sale,Muhaisnah,Muhaisnah 1,Madinat Badr,apartment,3BR+,2145.78,3200000.0,1491.3,True
BAY-2025-05-23-87826,2025-05-23,sale,Al Furjan,Equiti Garden,,apartment,1BR,713.75,969769.0,1358.7,True
BAY-2025-05-23-86994,2025-05-23,sale,Jumeirah Village Circle (JVC),JVC District 18,Cello Residences,apartment,2BR,1330.74,1518000.0,1140.72,True
BAY-2025-05-23-88431,2025-05-23,sale,Dubai Silicon Oasis (DSO),Timez By Danube,,apartment,1BR,727.75,1322000.0,1816.56,True
BAY-2025-05-23-76735,2025-05-23,sale,Sobha Hartland,Sobha Creek Vistas,Sobha Creek Vistas Tower B,apartment,2BR,811.6,1250000.0,1540.17,True
BAY-2025-05-23-868,2025-05-23,sale,Dubai Marina,Zumurud Tower,,apartment,studio,366.73,825000.0,2249.61,True
BAY-2025-05-23-76691,2025-05-23,sale,Arabian Ranches 3,Raya,,villa,3BR+,1897.35,2600000.0,1370.33,True
BAY-2025-05-23-1773,2025-05-23,sale,Arjan,Aryene Greens,,apartment,2BR,924.51,1000000.0,1081.65,True
BAY-2025-05-23-87320,2025-05-23,sale,Dubai Investment Park (DIP),DAMAC Riverside,Ivy,villa,3BR+,2395.61,2659740.0,1110.26,True
BAY-2025-05-23-88746,2025-05-23,sale,Dubai Maritime City,The Mural,,apartment,3BR+,2197.67,9015000.0,4102.07,True
BAY-2025-05-23-88163,2025-05-23,sale,Sobha Hartland 2,Skyvue,Skyvue Solair,apartment,1BR,548.31,1315968.0,2400.04,True
BAY-2025-05-23-88611,2025-05-23,sale,DAMAC Islands,Bora Bora 3,,villa,3BR+,2194.22,2377000.0,1083.3,True
BAY-2025-05-23-88593,2025-05-23,sale,Town Square,Odessa,,apartment,1BR,645.19,946888.0,1467.61,True
BAY-2025-05-23-87406,2025-05-23,sale,Downtown Dubai,Fairmont Residences Solara Tower,,apartment,,995.45,2947404.0,2960.88,True
BAY-2025-05-23-75744,2025-05-23,sale,Al Furjan,Pearlz by Danube,,apartment,3BR+,1664.1,2120000.0,1273.96,True
BAY-2025-05-23-83643,2025-05-23,sale,Sobha Hartland 2,Riverside Crescent,330 Riverside Crescent,apartment,1BR,829.57,1804337.0,2175.03,True
BAY-2025-05-23-88905,2025-05-23,sale,Dubai Islands,Shoaq,,apartment,1BR,751.54,2493000.0,3317.19,True
BAY-2025-05-23-87230,2025-05-23,sale,Dubai South,Emaar South,Greenway 2,villa,3BR+,2755.45,4652888.0,1688.61,True
BAY-2025-05-23-86983,2025-05-23,sale,Motor City,Sobha Orbis,Sobha Orbis Tower C,apartment,1BR,613.97,1172683.0,1910.0,True
BAY-2025-05-23-86986,2025-05-23,sale,Motor City,Sobha Orbis,Sobha Orbis Tower F,apartment,1BR,632.81,1218159.0,1925.0,True
BAY-2025-05-23-75744,2025-05-23,sale,Al Furjan,Pearlz by Danube,,apartment,1BR,685.01,1010000.0,1474.43,True
BAY-2025-05-23-5061,2025-05-23,sale,Dubai Production City (IMPZ),Lakeside,Lakeside Tower C,apartment,studio,374.05,350000.0,935.7,True
BAY-2025-05-23-88437,2025-05-23,sale,Sobha Hartland,Sobha One,The Element,apartment,3BR+,2442.44,6423617.0,2630.0,True
BAY-2025-05-23-88416,2025-05-23,sale,DAMAC Islands,Fiji 1,,villa,3BR+,2194.22,2330000.0,1061.88,True
BAY-2025-05-23-88937,2025-05-23,sale,Dubai Investment Park (DIP),Grand Polo Club & Resort,Montura,villa,3BR+,3842.82,7151888.0,1861.1,True
BAY-2025-05-23-86151,2025-05-23,sale,Sobha Hartland 2,Riverside Crescent,340 Riverside Crescent,apartment,1BR,933.98,1989377.0,2130.0,True
BAY-2025-05-23-75912,2025-05-23,sale,Sobha Hartland,Creek Vistas Grande,,apartment,2BR,1240.54,2480000.0,1999.13,True
BAY-2025-05-23-89692,2025-05-23,sale,Dubai Creek Harbour,Lotus at Creek Beach,Lotus 3,apartment,1BR,757.78,1820000.0,2401.75,True
BAY-2025-05-23-87918,2025-05-23,sale,Dubai Production City (IMPZ),Binghatti Elite,,apartment,studio,375.88,500000.0,1330.21,True
BAY-2025-05-23-88938,2025-05-23,sale,Dubai Investment Park (DIP),Grand Polo Club & Resort,Montura 2,villa,3BR+,2948.02,5649888.0,1916.5,True
BAY-2025-05-23-88477,2025-05-23,sale,Jumeirah Islands,Serenia District,Serenia District West Residence,apartment,2BR,1303.4,3257000.0,2498.85,True
BAY-2025-05-23-87346,2025-05-23,sale,Jumeirah Village Circle (JVC),JVC District 18,Skyhills Residence 3,apartment,studio,390.84,737043.0,1885.79,True
BAY-2025-05-23-87089,2025-05-23,sale,Majan,Jade Tower,,apartment,1BR,743.89,721726.0,970.21,True
BAY-2025-05-23-89691,2025-05-23,sale,Dubai Creek Harbour,Lotus at Creek Beach,Lotus 2,apartment,1BR,674.79,1700000.0,2519.3,True
BAY-2025-05-23-84087,2025-05-23,sale,Jumeirah Village Circle (JVC),JVC District 11,Terrazzo Residences,apartment,1BR,791.58,1233000.0,1557.64,True
BAY-2025-05-23-87475,2025-05-23,sale,Majan,Lazord by LAPIS,,apartment,1BR,671.99,1045626.0,1556.01,True
BAY-2025-05-23-88163,2025-05-23,sale,Sobha Hartland 2,Skyvue,Skyvue Solair,apartment,1BR,553.8,1337427.0,2415.0,True
BAY-2025-05-23-86982,2025-05-23,sale,Motor City,Sobha Orbis,Sobha Orbis Tower B,apartment,1BR,544.76,1024149.0,1880.0,True
BAY-2025-05-23-18041,2025-05-23,sale,Business Bay,Nobles Tower,,apartment,3BR+,1843.32,5338665.0,2896.22,True
BAY-2025-05-23-21700,2025-05-23,sale,Dubai Marina,Ciel Tower,,apartment,1BR,171.9,1100000.0,6399.07,True
BAY-2025-05-23-86802,2025-05-23,sale,Bur Dubai,Al Kifaf,Park Views Residences,apartment,2BR,1134.52,2365777.0,2085.27,True
BAY-2025-05-23-88257,2025-05-23,sale,Jumeirah Village Circle (JVC),JVC District 10,Azur Line Residences,apartment,studio,396.22,669500.0,1689.72,True
BAY-2025-05-23-87703,2025-05-23,sale,Dubai Silicon Oasis (DSO),Oasiz 2 by Danube,,apartment,studio,379.0,733000.0,1934.04,True
BAY-2025-05-23-87754,2025-05-23,sale,Motor City,Sobha Solis,Sobha Solis Tower A,apartment,1BR,672.85,1352429.0,2010.0,True
BAY-2025-05-23-88938,2025-05-23,sale,Dubai Investment Park (DIP),Grand Polo Club & Resort,Montura 2,villa,3BR+,3015.08,6072950.0,2014.19,True
BAY-2025-05-23-88936,2025-05-23,sale,Dubai Investment Park (DIP),Grand Polo Club & Resort,Chevalia Fields,villa,3BR+,4165.63,7385888.0,1773.05,True
BAY-2025-05-23-87382,2025-05-23,sale,Jumeirah Village Circle (JVC),JVC District 10,Al Serh Residences 11,apartment,1BR,852.5,1450000.0,1700.88,True
BAY-2025-05-23-80798,2025-05-23,sale,Jumeirah Village Circle (JVC),JVC District 16,Neva Residences,apartment,1BR,881.35,1005478.0,1140.84,True
BAY-2025-05-23-88289,2025-05-23,sale,DAMAC Islands,Maldives 1,,villa,3BR+,2194.22,2327040.0,1060.53,True
BAY-2025-05-23-86652,2025-05-23,sale,Sobha Hartland,Sobha One,Sobha One Tower B,apartment,1BR,725.7,1669133.0,2300.03,True
BAY-2025-05-23-2092,2025-05-23,sale,DAMAC Hills 2 (Akoya by DAMAC),Amazonia,,villa,3BR+,1668.73,1200000.0,719.11,True
BAY-2025-05-23-704,2025-05-23,sale,Business Bay,Executive Towers,Executive Tower M (West Heights 1),apartment,2BR,1426.97,2110000.0,1478.66,True
